----------------------------------------------------
CREATING urbs MODEL
CREATING oemof MODEL
----------------------------------------------------
OBJECTIVE
urbs	 29259572784.55652
oemof	 29259572784.55721
Diff	 -0.000690460205078125
----------------------------------------------------
Memory Used
urbs	 144.0  Mb
oemof	 79.5  Mb
Diff	 64.5  Mb
----------------------------------------------------
Constraint Amount
urbs	 143352
oemof	 82967
Diff	 60385
----------------------------------------------------
----------------------------------------------------
i 	 Storage Hesse 	 (urbs - oemof)
93 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: 5.014123573206916
93 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: -5.01412357321026
94 	 Transmission OUT 	 Lower Saxony_Bremen 	 Diff: -25.745862039848404
94 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: 31.74696560967709
94 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: -6.001103569832296
95 	 Transmission OUT 	 Lower Saxony_Hesse 	 Diff: 105.586007366741
95 	 Transmission OUT 	 Lower Saxony_North Rhine-Westphalia 	 Diff: -105.58600736674899
98 	 Transmission OUT 	 Lower Saxony_Saxony-Anhalt 	 Diff: -85.59371065775599
98 	 Transmission OUT 	 Lower Saxony_Hamburg 	 Diff: 85.593710657751
----------------------------------------------------
i 	 Transmission North Rhine-Westphalia 	 (urbs - oemof)
1 	 Transmission IN 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -3.98867729144858
4 	 Transmission OUT 	 North Rhine-Westphalia_Hamburg 	 Diff: -264.96876480445803
5 	 Transmission OUT 	 North Rhine-Westphalia_Hamburg 	 Diff: -11.733690367449995
7 	 Transmission IN 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -8.999999999993008
8 	 Transmission OUT 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: -59.8195684910583
8 	 Transmission IN 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -59.81956849105899
9 	 Transmission IN 	 North Rhine-Westphalia_Hamburg 	 Diff: -38.8885551477485
9 	 Transmission IN 	 North Rhine-Westphalia_Lower Saxony 	 Diff: 38.88855514775699
10 	 Transmission IN 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: 18.951378823758
10 	 Transmission IN 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -216.50318292849096
14 	 Transmission IN 	 North Rhine-Westphalia_Hesse 	 Diff: -78.1707392933135
14 	 Transmission IN 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: 59.8711170484582
14 	 Transmission IN 	 North Rhine-Westphalia_Hamburg 	 Diff: 78.17073929329702
15 	 Transmission IN 	 North Rhine-Westphalia_Hamburg 	 Diff: 24.1065348255915
15 	 Transmission IN 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -24.106534825587914
18 	 Transmission IN 	 North Rhine-Westphalia_Hesse 	 Diff: 1.5275434466550024
18 	 Transmission IN 	 North Rhine-Westphalia_Hamburg 	 Diff: 97.0231726671304
18 	 Transmission IN 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -98.55071611379196
19 	 Transmission IN 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: -174.69743623873
20 	 Transmission OUT 	 North Rhine-Westphalia_Hamburg 	 Diff: 2.3042352368699994
23 	 Transmission OUT 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: -152.68394927440002
23 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: 413.341708946575
25 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: 277.62064309680704
26 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -175.169016836668
30 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -341.175991905967
31 	 Transmission OUT 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: 78.87785189907402
32 	 Transmission OUT 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: -91.80525256327002
44 	 Transmission OUT 	 North Rhine-Westphalia_Hamburg 	 Diff: 78.11833567819201
44 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -78.11833567818502
45 	 Transmission OUT 	 North Rhine-Westphalia_Hamburg 	 Diff: -57.164277871959996
45 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: 17.3444183254231
47 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -103.86723856944195
48 	 Transmission IN 	 North Rhine-Westphalia_Hesse 	 Diff: 104.165324792342
53 	 Transmission IN 	 North Rhine-Westphalia_Hesse 	 Diff: -104.1653247923223
55 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -271.1447281541771
57 	 Transmission OUT 	 North Rhine-Westphalia_Hamburg 	 Diff: -194.180636151193
61 	 Transmission IN 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: -117.19501519021671
61 	 Transmission OUT 	 North Rhine-Westphalia_Hamburg 	 Diff: -117.19501519021603
63 	 Transmission IN 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: 117.19501519037199
63 	 Transmission OUT 	 North Rhine-Westphalia_Hamburg 	 Diff: 117.195015190378
70 	 Transmission IN 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: -62.1345326371728
71 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -194.852864635647
72 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -19.961248811941005
74 	 Transmission IN 	 North Rhine-Westphalia_Hesse 	 Diff: -220.214350472483
74 	 Transmission IN 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: 220.214350472489
75 	 Transmission IN 	 North Rhine-Westphalia_Hesse 	 Diff: 220.21435047251902
75 	 Transmission IN 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: -220.214350472506
79 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -88.15631318766805
80 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -308.463170687075
83 	 Transmission OUT 	 North Rhine-Westphalia_Hamburg 	 Diff: -22.399999999995998
84 	 Transmission OUT 	 North Rhine-Westphalia_Hesse 	 Diff: -68.1012571840526
84 	 Transmission OUT 	 North Rhine-Westphalia_Hamburg 	 Diff: 68.10125718405101
90 	 Transmission OUT 	 North Rhine-Westphalia_Rhineland-Palatinate 	 Diff: -38.21005203274797
90 	 Transmission OUT 	 North Rhine-Westphalia_Lower Saxony 	 Diff: 38.210052032755016
95 	 Transmission IN 	 North Rhine-Westphalia_Lower Saxony 	 Diff: -117.317785963054
----------------------------------------------------
i 	 Transmission Berlin 	 (urbs - oemof)
6 	 Transmission IN 	 Berlin_Mecklenburg-Vorpommern 	 Diff: 7.4087698392888015
6 	 Transmission IN 	 Berlin_Saxony-Anhalt 	 Diff: -7.40876983928912
10 	 Transmission OUT 	 Berlin_Mecklenburg-Vorpommern 	 Diff: 29.2172464189835
10 	 Transmission IN 	 Berlin_Brandenburg 	 Diff: 29.2172464189834
11 	 Transmission OUT 	 Berlin_Mecklenburg-Vorpommern 	 Diff: 6.667892855360201
11 	 Transmission OUT 	 Berlin_Saxony-Anhalt 	 Diff: -6.66789285536019
12 	 Transmission OUT 	 Berlin_Mecklenburg-Vorpommern 	 Diff: 6.667892855360302
12 	 Transmission OUT 	 Berlin_Saxony-Anhalt 	 Diff: -6.66789285536019
16 	 Transmission OUT 	 Berlin_Mecklenburg-Vorpommern 	 Diff: 48.8050449547475
16 	 Transmission IN 	 Berlin_Brandenburg 	 Diff: 48.8050449547474
19 	 Transmission OUT 	 Berlin_Mecklenburg-Vorpommern 	 Diff: -64.17458349027727
19 	 Transmission IN 	 Berlin_Brandenburg 	 Diff: -64.1745834902776
20 	 Transmission OUT 	 Berlin_Mecklenburg-Vorpommern 	 Diff: 27.019504914002304
20 	 Transmission IN 	 Berlin_Brandenburg 	 Diff: 27.0195049140024
32 	 Transmission OUT 	 Berlin_Mecklenburg-Vorpommern 	 Diff: -29.22899268468
32 	 Transmission IN 	 Berlin_Brandenburg 	 Diff: -29.2289926846802
34 	 Transmission OUT 	 Berlin_Mecklenburg-Vorpommern 	 Diff: 3.858746448637504
34 	 Transmission IN 	 Berlin_Saxony-Anhalt 	 Diff: 3.85874644863757
36 	 Transmission OUT 	 Berlin_Mecklenburg-Vorpommern 	 Diff: 7.4087698392891
36 	 Transmission IN 	 Berlin_Saxony-Anhalt 	 Diff: 7.40876983928898
70 	 Transmission IN 	 Berlin_Mecklenburg-Vorpommern 	 Diff: -52.1769450452829
70 	 Transmission IN 	 Berlin_Brandenburg 	 Diff: 52.176945045283
85 	 Transmission OUT 	 Berlin_Mecklenburg-Vorpommern 	 Diff: 21.1559665969479
89 	 Transmission IN 	 Berlin_Mecklenburg-Vorpommern 	 Diff: -7.408769839289008
89 	 Transmission IN 	 Berlin_Saxony-Anhalt 	 Diff: 7.40876983928898
93 	 Transmission IN 	 Berlin_Mecklenburg-Vorpommern 	 Diff: -6.1902760163011
93 	 Transmission IN 	 Berlin_Saxony-Anhalt 	 Diff: 6.19027601630094
94 	 Transmission IN 	 Berlin_Mecklenburg-Vorpommern 	 Diff: -7.408769839289199
94 	 Transmission IN 	 Berlin_Saxony-Anhalt 	 Diff: 7.40876983928898
----------------------------------------------------
i 	 Transmission Brandenburg 	 (urbs - oemof)
4 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -196.252384947671
4 	 Transmission IN 	 Brandenburg_Saxony 	 Diff: 196.2523849476644
6 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: 6.001103569827023
6 	 Transmission OUT 	 Brandenburg_Saxony-Anhalt 	 Diff: -6.001103569820998
10 	 Transmission OUT 	 Brandenburg_Saxony-Anhalt 	 Diff: -26.29552177709502
10 	 Transmission OUT 	 Brandenburg_Berlin 	 Diff: 26.295521777085
11 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: -6.66789285535998
11 	 Transmission OUT 	 Brandenburg_Saxony 	 Diff: 6.667892855373054
12 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: -6.667892855362993
12 	 Transmission OUT 	 Brandenburg_Saxony-Anhalt 	 Diff: 6.6678928553620835
15 	 Transmission OUT 	 Brandenburg_Saxony-Anhalt 	 Diff: -2.7215545973589315
15 	 Transmission OUT 	 Brandenburg_Saxony 	 Diff: 2.72155459736421
16 	 Transmission OUT 	 Brandenburg_Saxony-Anhalt 	 Diff: -43.92454045926695
16 	 Transmission OUT 	 Brandenburg_Berlin 	 Diff: 43.9245404592727
19 	 Transmission OUT 	 Brandenburg_Saxony-Anhalt 	 Diff: 57.75712514125098
19 	 Transmission OUT 	 Brandenburg_Berlin 	 Diff: -57.7571251412499
20 	 Transmission OUT 	 Brandenburg_Saxony-Anhalt 	 Diff: -72.881750549845
20 	 Transmission OUT 	 Brandenburg_Berlin 	 Diff: 24.3175544226022
20 	 Transmission IN 	 Brandenburg_Saxony 	 Diff: -48.564196127247016
24 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: 54.66981489379799
24 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -230.204643176435
24 	 Transmission IN 	 Brandenburg_Saxony 	 Diff: 284.8744580702341
32 	 Transmission OUT 	 Brandenburg_Berlin 	 Diff: -26.3060934162122
32 	 Transmission IN 	 Brandenburg_Saxony 	 Diff: -26.30609341621698
34 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: 20.533285542247
34 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: 20.533285542242
35 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: 209.62984070921584
35 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: 209.62984070921
36 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: -268.971434787408
36 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -268.97143478741395
37 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: 4.500000000001023
37 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: 271.669564927451
37 	 Transmission IN 	 Brandenburg_Saxony 	 Diff: -267.169564927455
38 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -91.88388067694001
38 	 Transmission IN 	 Brandenburg_Saxony 	 Diff: 91.8838806769384
39 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -438.047074551587
39 	 Transmission IN 	 Brandenburg_Saxony 	 Diff: 438.047074551589
40 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -57.2710657346531
40 	 Transmission OUT 	 Brandenburg_Saxony 	 Diff: -57.27106573465301
42 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -125.159850366656
42 	 Transmission OUT 	 Brandenburg_Saxony 	 Diff: -125.15985036665103
43 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: 156.746693427508
43 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: 436.4954283382998
43 	 Transmission IN 	 Brandenburg_Saxony 	 Diff: -279.748734910799
44 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -694.083683906328
44 	 Transmission IN 	 Brandenburg_Saxony 	 Diff: 465.14811599522056
45 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: 57.16427787196204
47 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: 57.03414280616391
47 	 Transmission IN 	 Brandenburg_Saxony 	 Diff: -57.0341428061642
69 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: 47.4964240199277
69 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: 310.329000401834
69 	 Transmission OUT 	 Brandenburg_Saxony 	 Diff: 262.83257638190514
70 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: 46.959250540745984
70 	 Transmission OUT 	 Brandenburg_Berlin 	 Diff: 46.9592505407547
72 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: 214.57472279911102
72 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: 214.57472279910894
81 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: 225.034554579571
81 	 Transmission OUT 	 Brandenburg_Saxony 	 Diff: 225.03455457956704
85 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -255.249034094493
85 	 Transmission OUT 	 Brandenburg_Saxony 	 Diff: -255.249034094492
86 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -203.997747829225
86 	 Transmission OUT 	 Brandenburg_Saxony 	 Diff: -203.99774782922518
88 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: 12.548706761557
89 	 Transmission IN 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: 7.408769839287601
89 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -7.408769839291601
89 	 Transmission OUT 	 Brandenburg_Saxony 	 Diff: -104.08539238425402
90 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: 52.41433749348596
91 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -153.312728812053
91 	 Transmission OUT 	 Brandenburg_Saxony 	 Diff: -240.115012123981
92 	 Transmission OUT 	 Brandenburg_Saxony 	 Diff: 190.88767569605102
93 	 Transmission OUT 	 Brandenburg_Saxony 	 Diff: 16.40146150553602
98 	 Transmission OUT 	 Brandenburg_Mecklenburg-Vorpommern 	 Diff: -105.671247725619
98 	 Transmission IN 	 Brandenburg_Saxony-Anhalt 	 Diff: -105.67124772562005
----------------------------------------------------
i 	 Transmission Saxony 	 (urbs - oemof)
1 	 Transmission IN 	 Saxony_Thuringia 	 Diff: 46.3620098660123
2 	 Transmission IN 	 Saxony_Thuringia 	 Diff: 63.7768417025151
3 	 Transmission IN 	 Saxony_Thuringia 	 Diff: 66.488294884355
4 	 Transmission OUT 	 Saxony_Brandenburg 	 Diff: 176.6271464528986
11 	 Transmission OUT 	 Saxony_Thuringia 	 Diff: 7.408769839282002
11 	 Transmission IN 	 Saxony_Brandenburg 	 Diff: 7.408769839304
15 	 Transmission OUT 	 Saxony_Thuringia 	 Diff: 3.0239495526280393
15 	 Transmission IN 	 Saxony_Brandenburg 	 Diff: 3.02394955262689
20 	 Transmission OUT 	 Saxony_Thuringia 	 Diff: 43.7077765145236
20 	 Transmission OUT 	 Saxony_Brandenburg 	 Diff: -43.707776514523005
23 	 Transmission IN 	 Saxony_Thuringia 	 Diff: -278.96521610320656
24 	 Transmission IN 	 Saxony_Thuringia 	 Diff: 535.352228366418
24 	 Transmission OUT 	 Saxony_Brandenburg 	 Diff: 256.3870122632108
25 	 Transmission IN 	 Saxony_Thuringia 	 Diff: 66.00000000000679
32 	 Transmission OUT 	 Saxony_Thuringia 	 Diff: 23.6754840745955
32 	 Transmission OUT 	 Saxony_Brandenburg 	 Diff: -23.675484074596
37 	 Transmission OUT 	 Saxony_Brandenburg 	 Diff: -240.45260843471
38 	 Transmission OUT 	 Saxony_Brandenburg 	 Diff: 82.6954926092446
39 	 Transmission IN 	 Saxony_Thuringia 	 Diff: 48.3459073341897
39 	 Transmission OUT 	 Saxony_Brandenburg 	 Diff: 394.24236709643
40 	 Transmission IN 	 Saxony_Brandenburg 	 Diff: -63.63451748294901
42 	 Transmission IN 	 Saxony_Thuringia 	 Diff: 139.0665004073901
42 	 Transmission IN 	 Saxony_Brandenburg 	 Diff: -139.06650040738992
43 	 Transmission OUT 	 Saxony_Brandenburg 	 Diff: -251.773861419719
44 	 Transmission IN 	 Saxony_Thuringia 	 Diff: 418.633304395699
44 	 Transmission OUT 	 Saxony_Brandenburg 	 Diff: 418.63330439569904
47 	 Transmission IN 	 Saxony_Thuringia 	 Diff: -51.33072852554801
47 	 Transmission OUT 	 Saxony_Brandenburg 	 Diff: -51.3307285255478
69 	 Transmission IN 	 Saxony_Thuringia 	 Diff: -292.03619597989496
69 	 Transmission IN 	 Saxony_Brandenburg 	 Diff: 292.0361959798951
81 	 Transmission IN 	 Saxony_Thuringia 	 Diff: -250.03839397729598
81 	 Transmission IN 	 Saxony_Brandenburg 	 Diff: 250.03839397729598
85 	 Transmission IN 	 Saxony_Thuringia 	 Diff: 283.6100378827698
85 	 Transmission IN 	 Saxony_Brandenburg 	 Diff: -283.610037882769
86 	 Transmission IN 	 Saxony_Thuringia 	 Diff: 226.66416425469498
86 	 Transmission IN 	 Saxony_Brandenburg 	 Diff: -226.66416425469487
89 	 Transmission IN 	 Saxony_Brandenburg 	 Diff: -115.65043598250497
91 	 Transmission IN 	 Saxony_Thuringia 	 Diff: 170.347476457832
91 	 Transmission IN 	 Saxony_Brandenburg 	 Diff: -266.794457915534
92 	 Transmission IN 	 Saxony_Brandenburg 	 Diff: 212.09741744005697
93 	 Transmission IN 	 Saxony_Thuringia 	 Diff: -18.223846117262
93 	 Transmission IN 	 Saxony_Brandenburg 	 Diff: 18.22384611726102
----------------------------------------------------
i 	 Transmission Saarland 	 (urbs - oemof)
9 	 Transmission OUT 	 Saarland_Rhineland-Palatinate 	 Diff: 11.338696405971
23 	 Transmission OUT 	 Saarland_Rhineland-Palatinate 	 Diff: 152.6839492744
32 	 Transmission OUT 	 Saarland_Rhineland-Palatinate 	 Diff: 91.80525256327098
54 	 Transmission IN 	 Saarland_Baden-Württemberg 	 Diff: 9.141927360491799
55 	 Transmission IN 	 Saarland_Baden-Württemberg 	 Diff: 48.4758237669656
70 	 Transmission OUT 	 Saarland_Rhineland-Palatinate 	 Diff: -50.32897143611
70 	 Transmission OUT 	 Saarland_Baden-Württemberg 	 Diff: 50.3289714361099
93 	 Transmission OUT 	 Saarland_Rhineland-Palatinate 	 Diff: 11.956665437530695
93 	 Transmission OUT 	 Saarland_Baden-Württemberg 	 Diff: -11.956665437530596
----------------------------------------------------
i 	 Transmission Bavaria 	 (urbs - oemof)
24 	 Transmission IN 	 Bavaria_Thuringia 	 Diff: -390.51114221931
32 	 Transmission OUT 	 Bavaria_Thuringia 	 Diff: -57.290465781755984
32 	 Transmission OUT 	 Bavaria_Baden-Württemberg 	 Diff: 57.29046578175098
35 	 Transmission OUT 	 Bavaria_Baden-Württemberg 	 Diff: 243.97755250897328
37 	 Transmission OUT 	 Bavaria_Baden-Württemberg 	 Diff: -243.977552508974
47 	 Transmission OUT 	 Bavaria_Thuringia 	 Diff: 318.6813520170309
55 	 Transmission OUT 	 Bavaria_Thuringia 	 Diff: 271.14472815417906
56 	 Transmission OUT 	 Bavaria_Thuringia 	 Diff: -29.67082580353798
56 	 Transmission IN 	 Bavaria_Baden-Württemberg 	 Diff: -29.6708258035315
59 	 Transmission OUT 	 Bavaria_Thuringia 	 Diff: -179.869663767921
60 	 Transmission OUT 	 Bavaria_Thuringia 	 Diff: -72.299045057787
61 	 Transmission OUT 	 Bavaria_Thuringia 	 Diff: 252.168708825811
69 	 Transmission OUT 	 Bavaria_Thuringia 	 Diff: -152.647707082115
69 	 Transmission IN 	 Bavaria_Baden-Württemberg 	 Diff: 83.9016116615956
70 	 Transmission IN 	 Bavaria_Baden-Württemberg 	 Diff: 62.1345326371722
80 	 Transmission OUT 	 Bavaria_Thuringia 	 Diff: 308.463170687083
84 	 Transmission IN 	 Bavaria_Baden-Württemberg 	 Diff: -53.65468170424501
95 	 Transmission IN 	 Bavaria_Baden-Württemberg 	 Diff: 117.31778596304298
----------------------------------------------------
----------------------------------------------------
i 	 Process Hesse 	 (urbs - oemof)
2 	 UNIT 	 Gas 	 Diff: -32.76213329517401
3 	 UNIT 	 Gas 	 Diff: -34.805470207833025
4 	 UNIT 	 Gas 	 Diff: 90.36207953816802
26 	 UNIT 	 Gas 	 Diff: 400.16
29 	 UNIT 	 Gas 	 Diff: -366.0564461566643
31 	 UNIT 	 Gas 	 Diff: -20.44640361837304
79 	 UNIT 	 Gas 	 Diff: 400.16
80 	 UNIT 	 Gas 	 Diff: -341.3387968661194
88 	 UNIT 	 Gas 	 Diff: -146.97751632156903
----------------------------------------------------
i 	 Process Rhineland-Palatinate 	 (urbs - oemof)
----------------------------------------------------
i 	 Process Bremen 	 (urbs - oemof)
94 	 UNIT 	 Oil 	 Diff: -28.606513377609723
8 	 UNIT 	 Other 	 Diff: 59.81956849106501
10 	 UNIT 	 Other 	 Diff: 216.503182928497
24 	 UNIT 	 Other 	 Diff: 111.54592611610299
47 	 UNIT 	 Other 	 Diff: 194.85286463564697
71 	 UNIT 	 Other 	 Diff: -194.852864635647
84 	 UNIT 	 Other 	 Diff: 17.64180571629697
----------------------------------------------------
i 	 Process Mecklenburg-Vorpommern 	 (urbs - oemof)
27 	 UNIT 	 Coal 	 Diff: 72.0415724548681
28 	 UNIT 	 Coal 	 Diff: 106.888435853522
----------------------------------------------------
i 	 Process Saxony-Anhalt 	 (urbs - oemof)
94 	 UNIT 	 Oil 	 Diff: 28.606513377619002
21 	 UNIT 	 Other 	 Diff: 152.2786393932
23 	 UNIT 	 Other 	 Diff: 1635.1999522004237
30 	 UNIT 	 Other 	 Diff: -341.175991905975
31 	 UNIT 	 Other 	 Diff: -1092.867431306844
45 	 UNIT 	 Other 	 Diff: 17.344418325409833
56 	 UNIT 	 Other 	 Diff: -57.61775112735501
69 	 UNIT 	 Other 	 Diff: -279.296100361646
88 	 UNIT 	 Other 	 Diff: 12.548706761562016
----------------------------------------------------
i 	 Process Schleswig-Holstein 	 (urbs - oemof)
85 	 UNIT 	 Gas 	 Diff: 21.155966596942598
----------------------------------------------------
i 	 Process Offshore 	 (urbs - oemof)
----------------------------------------------------
i 	 Process Thuringia 	 (urbs - oemof)
----------------------------------------------------
i 	 Process Baden-Württemberg 	 (urbs - oemof)
73 	 UNIT 	 Oil 	 Diff: 71.061601099316
74 	 UNIT 	 Oil 	 Diff: 280.12
78 	 UNIT 	 Oil 	 Diff: 109.741844945303
79 	 UNIT 	 Oil 	 Diff: -280.12
81 	 UNIT 	 Oil 	 Diff: 280.12
82 	 UNIT 	 Oil 	 Diff: -280.12
87 	 UNIT 	 Oil 	 Diff: -280.12
96 	 UNIT 	 Oil 	 Diff: 99.31655395529901
2 	 UNIT 	 Other 	 Diff: 92.08175451896
8 	 UNIT 	 Other 	 Diff: 32.64352792174009
----------------------------------------------------
i 	 Process Hamburg 	 (urbs - oemof)
27 	 UNIT 	 Coal 	 Diff: -72.04157245486908
28 	 UNIT 	 Coal 	 Diff: -106.8884358535231
7 	 UNIT 	 Gas 	 Diff: 9.0
----------------------------------------------------
i 	 Process Lower Saxony 	 (urbs - oemof)
83 	 UNIT 	 Oil 	 Diff: -22.4
3 	 UNIT 	 Other 	 Diff: -209.92990783633297
4 	 UNIT 	 Other 	 Diff: -136.36234548416894
5 	 UNIT 	 Other 	 Diff: 75.12511317992994
44 	 UNIT 	 Other 	 Diff: 228.93556791111098
57 	 UNIT 	 Other 	 Diff: -194.18063615119104
69 	 UNIT 	 Other 	 Diff: 42.74678161792792
----------------------------------------------------
i 	 Process North Rhine-Westphalia 	 (urbs - oemof)
6 	 UNIT 	 Gas 	 Diff: -132.01445159680003
7 	 UNIT 	 Gas 	 Diff: -276.00516710567405
25 	 UNIT 	 Gas 	 Diff: -277.620643096806
26 	 UNIT 	 Gas 	 Diff: 450.088930750421
27 	 UNIT 	 Gas 	 Diff: 197.099704788716
28 	 UNIT 	 Gas 	 Diff: -73.00000000001498
79 	 UNIT 	 Gas 	 Diff: 88.15631318766998
83 	 UNIT 	 Oil 	 Diff: 22.4000000000004
1 	 UNIT 	 Other 	 Diff: -3.9886772914401263
4 	 UNIT 	 Other 	 Diff: 264.968764804461
5 	 UNIT 	 Other 	 Diff: 11.7336903674514
10 	 UNIT 	 Other 	 Diff: -197.55180410473008
14 	 UNIT 	 Other 	 Diff: 59.87111704846029
19 	 UNIT 	 Other 	 Diff: -174.69743623873
20 	 UNIT 	 Other 	 Diff: -2.304235236870227
23 	 UNIT 	 Other 	 Diff: -260.6577596721802
30 	 UNIT 	 Other 	 Diff: 341.175991905967
31 	 UNIT 	 Other 	 Diff: -78.87785189907981
32 	 UNIT 	 Other 	 Diff: 91.80525256327019
45 	 UNIT 	 Other 	 Diff: 39.8198595465401
47 	 UNIT 	 Other 	 Diff: 103.867238569442
55 	 UNIT 	 Other 	 Diff: 271.1447281541772
57 	 UNIT 	 Other 	 Diff: 194.1806361511999
70 	 UNIT 	 Other 	 Diff: -62.134532637169286
71 	 UNIT 	 Other 	 Diff: 194.8528646356499
72 	 UNIT 	 Other 	 Diff: 19.9612488119501
80 	 UNIT 	 Other 	 Diff: 308.4631706870731
95 	 UNIT 	 Other 	 Diff: -117.31778596305958
98 	 UNIT 	 Other 	 Diff: 291.0
----------------------------------------------------
i 	 Process Berlin 	 (urbs - oemof)
85 	 UNIT 	 Gas 	 Diff: -21.15596659694778
----------------------------------------------------
i 	 Process Brandenburg 	 (urbs - oemof)
44 	 UNIT 	 Other 	 Diff: -228.93556791110996
45 	 UNIT 	 Other 	 Diff: -57.16427787196102
88 	 UNIT 	 Other 	 Diff: -12.5487067615633
89 	 UNIT 	 Other 	 Diff: 104.08539238425101
90 	 UNIT 	 Other 	 Diff: 52.41433749348016
91 	 UNIT 	 Other 	 Diff: 86.80228331192802
92 	 UNIT 	 Other 	 Diff: -190.88767569605102
93 	 UNIT 	 Other 	 Diff: -16.401461505534996
----------------------------------------------------
i 	 Process Saxony 	 (urbs - oemof)
48 	 UNIT 	 CC 	 Diff: -261.252
